msa,Node Count,Edge Count,Degree Average,Edge Length Total (km),Edge Length Average (km),Streets per Node Average,Intersection Count,Street Length Total (km),Street Segment Count,Street Length Average (km),Circuity Average,Self-loop Proportion,Node Density (/sq km),Intersection Density (/sq km),Edge Density (km/sq km),Street Density (km/sq km),Building Area (sq km),Area (sq km),Car Mode Share,Transit Mode Share,Bicycle Mode Share,Walking Mode Share,Working from Home Share,Median Household Income,Households,Employment Rate (%),Unemployment Rate (%),Population,Housing Units,No Vehicles Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,GDP ($),Transit Diesel (gal),Transit Gasoline Vehicle Fuel Use (gal),Transit Liquefied Petroleum Gas (GGE),Transit Compressed Natural Gas (GGE),Transit Bio-Diesel (gal),Transit Other Fuel (GGE),Transit Electric Propulsion Vehicle Fuel Use (kWh),Transit Electric Battery Vehicle Fuel Use (kWh),Transit Diesel Vehicle Miles,Transit Gasoline Vehicle Miles,Transit Compressed Natural Gas Vehicle Miles,Transit Other Fuel Vehicle Miles,Transit Electric Propulsion Vehicle Miles,Transit Electric Battery Vehicle Miles,Cooling Degree Days (°Df),Heating Degree Days (°Df),Palmer Z Index,Average Temperature (°F),Precipitation (in),Population Density (/sq km),Built-Up Area Proportion,Cluster
"Gadsden, AL",7800.0,20157.0,5.168461538461538,6137.888248999969,0.304504055613433,2.6964102564102563,6013.0,3176.710941999987,10470.0,303.4107872015269,1.0840144122931237,0.0054441260744985,5.49071837366803,4.232780715495624,4.320694331321183,2.236208350906616,0.7558703464167963,1420.5791426868016,95.58924715875388,0.0545709065888438,0.0189811849004674,0.7521294516810212,3.077324601988279,44934,38765,0.517,0.057,102721,47805,2234,11866,13881,10784,3476114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752.0,2604.0,1.0,62.6,71.27,72.30924128994279,17.199699874215785,5
"Gainesville, FL",22560.0,55964.0,4.961347517730497,16833.001658000037,0.3007826756128946,2.691932624113475,17239.0,8895.23161500005,30399.0,292.6159286489704,1.0657254802452036,0.0057238724958057,3.1833505923102448,2.432525747377496,2.375236959146886,1.2551702495721289,13.202703040700046,7086.872572093163,84.95137034817196,2.7168582793003866,1.7136163025118512,2.578597504495178,6.525499918269492,47848,125651,0.5479999999999999,0.051,327329,147228,8741,51859,43603,21448,21347877.0,844994.0,119863.0,0.0,0.0,0.0,0.0,0.0,0.0,3312562.0,625646.0,0.0,0.0,0.0,0.0,3386.0,915.3333333333334,-0.41,71.73333333333333,51.446666666666665,46.18807473538653,11.640075901189183,3
"Gainesville, GA",9523.0,21807.0,4.579859288039484,5672.624003999963,0.2601285827486569,2.472330148062585,6572.0,3008.765959000008,11737.0,256.34880795774114,1.1011332082025729,0.0089460679901167,8.557506529704918,5.905694939958072,5.097502567971285,2.7037209220305,13.346600718551818,1112.8241581754744,91.24492213947192,0.4760494245091402,0.0761679079214624,1.1605027081922816,5.406863574813812,63651,65555,0.612,0.035,201434,74544,3640,17389,25780,18746,13324094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,2816.0,1.52,61.0,76.2,181.0115268617642,25.86960959988808,5
"Gettysburg, PA",5081.0,13177.0,5.186774257036016,5183.975177000023,0.3934108808530032,2.6762448336941547,3941.0,2659.4799680000087,6749.0,394.05541087568656,1.0645903555357228,0.004296932878945,3.759587635919913,2.9160666941862576,3.835782125637674,1.9678307430957525,2.2642108076949885,1351.478005580992,89.48922409464318,0.3715829433386225,0.3133348062747303,3.213690320766465,6.106011609456283,68411,39628,0.606,0.039,102627,42525,1726,10252,15671,11979,4358843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,4833.0,-0.6,54.4,39.59,75.93686288359632,13.83617524345066,5
"Glens Falls, NY",9435.0,23446.0,4.970005299417064,9944.97748900004,0.424165208948223,2.5225225225225225,6867.0,5047.17959600001,11870.0,425.2046837405232,1.085326395612382,0.0152485256950294,2.050563435286036,1.4924450567153371,2.161399809611681,1.0969329020539869,3.710902716089719,4601.174407795826,90.07515473032714,0.5645106440862409,0.5951166428620009,3.060599877576005,4.839148473100727,62284,53088,0.573,0.048,125491,69681,4770,17230,20775,10313,7701647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,7081.0,-0.235,46.6,39.69,27.27368903629888,6.53383237425332,1
"Goldsboro, NC",7027.0,17508.0,4.983065319481998,5292.363476000013,0.3022825837331513,2.591859968692188,5082.0,2778.924612000001,9060.0,306.72457086092726,1.0587110669958777,0.0059602649006622,4.86451166198291,3.5180657842887646,3.663692023403225,1.9237386057841663,2.725438508610268,1444.5437668322086,94.59691252144084,0.3996204518083281,0.0729900368599686,1.6878946023867742,2.968869749279224,47221,48198,0.542,0.054,123785,54507,3670,13991,17192,13345,6348440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,2526.0,1.46,62.8,66.43,85.69141540893048,17.93858310790407,5
"Grand Forks, ND-MN",8330.0,24585.0,5.902761104441777,18925.59348100008,0.769802460077286,3.0837935174069626,7231.0,9741.103157,12740.0,764.607783124019,1.023379889848359,0.0040816326530612,0.936303708318854,0.8127745636078791,2.1272633083307926,1.094913686556494,7.550687359332644,8896.685900087514,89.1297074240678,0.944273021301907,0.806721439458716,3.773374474887542,4.689765418788803,55122,43398,0.659,0.037,101627,48287,2488,15214,16098,9598,6885936.0,58861.0,32588.0,0.0,0.0,5825.0,0.0,0.0,0.0,209908.0,119623.0,0.0,0.0,0.0,0.0,537.0,9411.0,0.5449999999999999,40.55,19.235,11.423017642895578,5.146205972854643,1
"Grand Island, NE",6648.0,19555.0,5.882972322503009,10495.036793000014,0.5366932647916142,3.0934115523465704,5742.0,5364.118911000001,10204.0,525.6878587808703,1.025671836402576,0.0032340258722069,1.5811828534233687,1.365696742532639,2.4961751238175403,1.2758202234953724,5.736013751179852,4204.447313355711,94.35102816566798,0.2771691787873188,0.0290367711110524,1.3937650133305175,2.91423593696381,57938,29558,0.669,0.037,75592,31965,1425,8444,10501,9188,4970262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,5937.0,-0.0333333333333333,51.73333333333333,20.83666666666667,17.9790574993952,6.004679039043426,3
"Grand Junction, CO",9597.0,23405.0,4.877565906012295,7739.5675439999295,0.330680091604355,2.6064395123476087,6991.0,4084.635461000001,12518.0,326.3009634925708,1.1452348159154229,0.0065505671832561,1.1080179793758886,0.8071432420357235,0.8935688226889666,0.4715900312581351,16.351048409629524,8661.411798936408,85.26878484314315,0.460036974934434,1.140777046877911,3.128538056952864,8.178912822276681,57157,59750,0.5760000000000001,0.069,152962,64244,3140,18829,21906,15875,7990815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,6370.0,-2.24,49.2,9.47,17.660169444753016,2.8331015869975045,1
"Grand Rapids-Kentwood, MI",41944.0,107024.0,5.10318519931337,32135.68093799998,0.3002661173007921,2.671848178523746,31834.0,16702.068583999902,55934.0,298.6031498551847,1.048117841857874,0.0104587549612042,5.891117929886476,4.471148392618875,4.513520078270139,2.345838634879731,32.66899142685971,7119.871049807397,89.06422238872958,1.4253280226249698,0.4086315912031534,2.228131355526385,6.200083003291963,66297,396595,0.644,0.044,1069696,421432,23997,117336,165859,89403,68768469.0,766408.0,123730.0,350235.0,536971.0,0.0,0.0,0.0,0.0,3626297.0,1645529.0,2089758.0,1559504.0,0.0,0.0,660.0,6441.0,0.335,49.05,36.13,150.2409232578639,22.831081603253686,3
"Grants Pass, OR",4109.0,9556.0,4.651253346312972,4238.863337999988,0.4435813455420666,2.392796300803115,2656.0,2178.707334999996,4907.0,443.9998644793144,1.1974960273504276,0.0050947625840635,0.9674748184302244,0.6253621605623452,0.9980514816943477,0.5129823517502359,0.6352964756462866,4247.138966021932,86.09265354281811,0.3726013786251009,0.9159783891200398,3.089486431099795,8.079239893187605,47733,36606,0.4529999999999999,0.075,87097,39362,1935,9079,14420,11172,3457663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,4919.0,-0.84,52.6,41.7,20.507216904555182,6.647412522768981,1
"Great Falls, MT",5315.0,14237.0,5.357290686735654,7669.220701999953,0.5386823559738676,2.8421448730009407,4193.0,3997.783119000011,7527.0,531.1256966919107,1.103694774089626,0.0042513617643151,0.7569548888937244,0.5971612133831395,1.0922397186046708,0.5693586973967752,7.778645124130766,7021.554491533537,90.52822371828069,0.7845675815639565,0.5541170378042465,2.4262040393578457,5.028482651475919,52049,34440,0.5710000000000001,0.037,81576,39012,2286,11316,12488,8350,4810551.0,76327.0,13780.0,0.0,0.0,0.0,0.0,0.0,0.0,370674.0,186712.0,0.0,0.0,0.0,0.0,230.0,7975.0,0.24,43.7,15.3,11.617940172416644,2.544161311514634,1
"Green Bay, WI",17131.0,43524.0,5.081314575915008,16453.309239999886,0.3780284266151981,2.7656879341544567,13376.0,8662.86999800004,23605.0,366.9930098707918,1.0527878802298478,0.0047447574666384,3.47316765471789,2.7118726606448247,3.3357714941006704,1.7563247839635616,41.59181210213494,4932.38498773002,90.48052574460388,0.5679488725431087,0.1742433377547329,1.859399493548776,6.137103581333655,64951,130563,0.66,0.027,320827,144200,6659,38118,56622,29164,23358263.0,143543.0,20679.0,0.0,0.0,0.0,0.0,0.0,0.0,670607.0,0.0,0.0,0.0,0.0,0.0,478.0,7478.333333333333,1.22,45.66666666666666,37.06666666666667,65.04500374526744,14.64299839415989,3
"Greensboro-High Point, NC",38566.0,92562.0,4.80018669294197,25100.06505300021,0.2711702972386098,2.5608048540164914,27809.0,13458.374257999963,49325.0,272.8509732995432,1.0652980260673564,0.0089812468322351,7.37473187929401,5.317738910731918,4.799726440873156,2.5735596557574603,41.19352117518597,5229.478255105318,90.439667187566,1.0758682828624122,0.1759795019076178,1.4568287085920233,5.893201559882305,52233,303556,0.586,0.057,767467,336980,18288,101631,108187,75450,45814290.0,610226.0,400429.0,0.0,0.0,0.0,0.0,0.0,165852.0,2911373.0,2727034.0,0.0,0.0,0.0,222221.0,1342.0,3176.333333333333,1.5733333333333333,59.9,63.45333333333334,146.7578528031462,21.23173939100129,3
"Greenville, NC",8731.0,21628.0,4.954300767380598,5788.576553999923,0.2676427110227447,2.5997022105142595,6419.0,3058.9440040000027,11337.0,269.8195293287468,1.0565192085809465,0.0063508864779042,5.1416361293055886,3.7801125087633225,3.408859735115937,1.8013946865753192,3.3772731725086524,1698.0976055921676,89.66552982708072,0.9716986776760606,0.1735176210135822,1.836893436247233,6.402201878777,49337,70683,0.5770000000000001,0.081,179961,80255,6137,23180,25490,15876,12192493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.0,2453.0,1.09,63.0,63.21,105.97800703996828,16.7345210859109,5
"Greenville-Anderson, SC",53689.0,133955.0,4.9900352027417165,35497.65014900005,0.2649968284050618,2.573041032613757,39798.0,18289.621239999848,69080.0,264.7600063694245,1.0866922036718476,0.0077156919513607,7.433369907083325,5.510127876512921,4.91473419862074,2.5322416162969485,37.09230470063409,7222.699888625113,90.75117769784852,0.3981515572044899,0.1675682309515043,1.4288141833526864,5.938287688691268,57432,350728,0.593,0.046,908680,390288,20609,104939,136853,88327,53866046.0,196271.0,37513.0,0.0,0.0,0.0,0.0,0.0,1174809.0,811664.0,160478.0,0.0,0.0,0.0,408875.0,1585.75,2652.5,1.055,62.0,68.69749999999999,125.80890996607268,20.49333249684927,4
"Gulfport-Biloxi, MS",31469.0,77164.0,4.904127871873908,19493.61065299985,0.2526257147503999,2.59286917283676,23037.0,10355.69474800001,40805.0,253.78494664869527,1.0761575265358918,0.0065433157701262,4.005528900273618,2.932262521071637,2.481242519345153,1.3181236961938978,44.57920086258668,7856.390699827517,92.43211509022971,0.1602133251397751,0.157469946284642,2.452032020717997,3.351311609430639,51058,161773,0.539,0.086,414662,189521,8800,57409,56766,38798,22764827.0,130997.0,37195.0,4490.0,0.0,0.0,0.0,0.0,0.0,938527.0,117055.0,0.0,118607.0,0.0,0.0,2683.5,1324.75,-0.2625,68.625,59.5475,52.78021623964089,22.38004141028258,3
"Hagerstown-Martinsburg, MD-WV",14569.0,34277.0,4.705470519596403,10447.942099999964,0.3048091169005445,2.4911112636419794,10147.0,5483.989767999978,18096.0,303.0498324491588,1.1039051580096944,0.0075707338638373,5.521856964818115,3.845856450134492,3.959917760512129,2.078509650313814,8.965994288701829,2638.4240107675246,90.19530051126964,1.0554761245312114,0.089827755279252,1.4686837988157708,6.176406740075905,64118,109554,0.588,0.057,285990,121091,7586,31124,39957,30887,13564906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.3333333333334,4597.333333333333,-0.18,55.06666666666666,39.44,108.3942530968723,16.866031299193715,5
"Hanford-Corcoran, CA",6862.0,18396.0,5.361702127659575,8266.13166900001,0.4493439698303985,2.838239580297289,5458.0,4261.316529999993,9701.0,439.26569735078783,1.0462373954003164,0.0067003401711163,1.9019880125293087,1.51283161940906,2.2911809012572006,1.18113858316132,1.4684433356945097,3607.804021264439,91.09794908062234,0.2634370579915134,0.5127298444130127,1.768033946251768,5.148514851485149,61556,43604,0.47,0.084,151090,46267,2287,12085,18278,10954,9679841.0,0.0,906449.0,0.0,189976.0,0.0,0.0,0.0,0.0,0.0,11010403.0,672264.0,0.0,0.0,0.0,2384.0,2192.0,-1.42,65.5,4.54,41.87866056733508,6.575346571001166,1
"Harrisburg-Carlisle, PA",26930.0,70171.0,5.211362792424805,18787.13194500041,0.2677335643642019,2.766208689194208,21559.0,9933.86920100006,37229.0,266.83148086169547,1.089729371313603,0.008246259636305,6.23831442709987,4.994126280499298,4.352025111634791,2.3011733959718432,24.9837767500686,4316.871218131191,86.15246523565423,1.1858095551986985,0.3415075419170704,3.2103111435243297,7.709164603830214,67219,233447,0.621,0.039,574691,252832,17149,78492,87944,49862,47467813.0,444761.0,215852.0,0.0,0.0,8846.0,0.0,27325354.0,0.0,1542759.0,832592.0,0.0,0.0,0.0,0.0,967.3333333333334,5003.0,-0.6166666666666667,53.833333333333336,40.00333333333334,133.12674179073343,17.19952181041048,3
"Hartford-East Hartford-Middletown, CT",39460.0,100168.0,5.076938672072985,24164.236155999777,0.2412370832601208,2.675798276735935,31262.0,12837.578618000112,52798.0,243.14516871851416,1.088179100814639,0.0227849539755293,9.726955447281428,7.706134850301876,5.956524290597994,3.164484421395332,100.61024139606496,4056.767835924304,86.33556240886145,2.629435409619586,0.1743556224296646,2.380095256896669,7.588865792621322,78631,477495,0.618,0.055,1205842,516829,41939,158080,177916,99560,110978500.0,1989661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782102.0,0.0,0.0,0.0,0.0,0.0,756.3333333333334,5473.666666666667,-0.5733333333333334,51.96666666666667,44.06,297.2420529767038,32.48070695108004,3
"Hattiesburg, MS",15780.0,39159.0,4.963117870722433,13789.039692999851,0.3521295153859867,2.6287072243346006,11956.0,7236.546661000047,20686.0,349.8282249347407,1.0833623465252462,0.0175481001643623,2.991202195971048,2.2663379882781904,2.6138026495584983,1.3717347442097778,3.2692628301354945,5275.470852908112,91.13718808398372,0.3146641750027481,0.2171045399582279,1.304001319116192,1.665384192590964,48231,62222,0.555,0.078,168646,72186,4039,20756,23473,13954,7721151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443.0,1611.5,0.1675,67.2,61.6575,31.967952188956485,10.674945938383829,3
"Hickory-Lenoir-Morganton, NC",26594.0,61102.0,4.595171843272919,17429.618404000073,0.2852544663677142,2.356057757388885,17107.0,8953.519328000053,31270.0,286.3293677006733,1.1060967218136248,0.008538535337384,6.155251423964763,3.959460258320117,4.034131138617128,2.072315657410256,5.156065266712917,4320.538377434807,92.77915814983903,0.2864102030574901,0.0281514302150524,0.7386690493384414,4.149276018653382,49706,145451,0.555,0.062,367982,165598,6813,40844,52756,45038,17241789.0,58519.0,90822.0,0.0,0.0,0.0,0.0,0.0,0.0,363011.0,814380.0,0.0,0.0,0.0,0.0,1163.75,3363.25,1.9325,58.9,73.74,85.17040420746788,17.010204058181035,3
"Hilton Head Island-Bluffton, SC",16601.0,40118.0,4.833202819107282,9762.903340999968,0.2433546871977658,2.5817119450635504,12324.0,5174.980220999996,21459.0,241.15663455892616,1.1033645620219807,0.0277272939093154,4.032417342622811,2.993525168994851,2.371429476935032,1.25701343237699,2.6063743671211705,4116.885379032267,88.56905071521456,0.6262678803641093,0.2548764629388816,1.6291287386215867,7.539141742522756,67723,84955,0.502,0.05,219290,113293,3686,30661,36652,13956,12923703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.5,1516.0,0.065,67.85,51.675,53.265995967939055,13.145225366418384,3
"Hinesville, GA",6547.0,16094.0,4.91645028257217,6514.577601000063,0.404782999937869,2.5425385672827248,4735.0,3327.1953470000003,8301.0,400.81861787736426,1.0955647148290877,0.011083002047946,2.5144599345176246,1.818537924231091,2.5020076932977857,1.277852358995718,2.2661757257807875,2603.7400358323785,91.35101719680792,0.5507474429583006,0.3090929526806789,3.020681128470271,3.546139148027425,50588,30059,0.487,0.1,81275,35606,1509,10926,10833,6791,6439586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.0,1343.5,-0.175,68.85,50.205,31.214713789204207,10.712138887771465,3
"Homosassa Springs, FL",15373.0,40107.0,5.217849476354648,8632.104719999976,0.215226886079736,2.7133285630651143,12095.0,4477.026338999996,20856.0,214.6637101553508,1.0841557908019928,0.017644802454929,7.676923840285411,6.039965774295977,4.310675243401293,2.235724337179131,1.4475959415524722,2002.494790859937,88.97163273212517,0.116224011019758,0.3013215100512246,0.9190306056562352,7.670784727304033,45689,64621,0.368,0.079,147938,80222,3028,26065,24558,10970,4853035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3866.0,700.0,-0.92,73.6,48.86,73.87684635947072,30.922905535557803,7
"Hot Springs, AR",11248.0,27899.0,4.960704125177809,7466.417120000029,0.2676231090720107,2.5250711237553345,8139.0,3785.520900999999,14158.0,267.3768117671987,1.1403922408892633,0.0216132222065263,5.916547156195109,4.281185748957324,3.927401224955783,1.9912173650007727,0.9523268402824572,1901.1088229428583,92.13225473148356,0.2494896801995917,0.0201607822383508,2.02615861495426,3.943953025377385,48150,40906,0.499,0.063,99043,50974,3038,14234,15544,8090,4039515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,2971.0,1.04,61.2,65.27,52.09749110873331,11.623588903293108,5
"Houston-The Woodlands-Sugar Land, TX",265501.0,643472.0,4.8472284473504805,119580.51635100396,0.1858363943590459,2.781831330202146,209233.0,67595.27299500076,369740.0,182.81839399307827,1.073320760584056,0.0086276843187104,10.261375613632294,8.08666786101418,4.621679746403027,2.612496698346592,270.61431125148965,25873.82140531728,88.51657545948704,1.929058592144212,0.2597914638637714,1.2418337609704586,6.698768741279794,69328,2407993,0.626,0.059,6979613,2646682,125307,764984,984974,532728,536372663.0,10348310.0,2554612.0,24534.0,1316039.0,0.0,0.0,20764234.0,0.0,48259302.0,10099192.0,4065763.0,109176.0,3420524.0,0.0,3328.555555555556,1041.111111111111,-0.1222222222222222,71.17777777777778,49.30777777777777,269.75578483994764,30.91391532404937,4
"Huntington-Ashland, WV-KY-OH",26984.0,63427.0,4.701082122739401,21211.677771999624,0.3344266285966484,2.4269937740883485,17983.0,10992.125009000016,32631.0,336.8614203977817,1.1286868344022047,0.0094082314363641,4.110107417335434,2.739106940629377,3.230887716603351,1.674281593973069,8.091922799164772,6565.2785341298,92.93878714458776,0.4909855340981971,0.1667498040333499,1.9732060143946413,3.7034133827406825,48085,141577,0.49,0.054,359481,167999,10999,48005,52077,30496,16890175.0,193206.0,46347.0,0.0,0.0,0.0,0.0,0.0,0.0,892883.0,197720.0,0.0,0.0,0.0,0.0,1137.428571428571,4287.285714285715,0.5942857142857143,56.25714285714286,49.92714285714286,54.75487416584492,10.29477237714787,3
"Huntsville, AL",34534.0,82322.0,4.7675913592401695,16476.16622700007,0.2001429293141574,2.5170556552962298,24501.0,8719.353397999988,43508.0,200.4080490484506,1.0753252551035644,0.0113082651466396,9.403926347689064,6.671848017742798,4.486611851826915,2.374360258130083,18.617405630188696,3672.295881867092,92.13902947976618,0.169460206146538,0.0698572658316845,0.7147975716713013,6.023949774879327,66450,184353,0.599,0.046,464607,200378,7501,59343,69989,47520,39525348.0,146816.0,84112.0,0.0,0.0,0.0,0.0,0.0,0.0,767034.0,625061.0,0.0,0.0,0.0,0.0,1592.5,2960.0,1.26,61.15,73.045,126.5167663352283,20.35062139372665,3
"Idaho Falls, ID",11454.0,29377.0,5.129561725161516,13875.15159200001,0.4723134286006062,2.63899074559106,8564.0,7075.947988999999,15059.0,469.8816647187728,1.0850481052515657,0.0077030347300617,0.8447011933616015,0.6315715924523098,1.0232545056605145,0.5218318238582962,8.092555569480455,13559.8245746727,87.76016229619054,2.6057555037944247,0.3771883687730107,1.5853933428507023,6.395672101585394,61877,50737,0.627,0.038,148811,54612,2293,10801,19945,17698,10330873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.3333333333333,8511.0,-0.7766666666666667,42.23333333333333,12.256666666666668,10.974404512426512,2.135736152271384,3
"Indianapolis-Carmel-Anderson, IN",96972.0,245920.0,5.071979540485914,56956.78354099935,0.2316069597470696,2.7234150063935982,75468.0,30256.16957799971,132195.0,228.8752946631848,1.0639664200837826,0.0089564658269979,8.6312255592665,6.717210437102713,5.069575195651147,2.6930229776340866,132.28008663040816,11235.020952023511,89.05201881948692,0.7860916311871439,0.2298004239728752,1.5633752357879025,7.48415050047405,63545,790050,0.64,0.045,2050933,868045,46048,258328,317727,167947,164715089.0,1813652.0,312511.0,0.0,0.0,0.0,0.0,0.0,4785789.0,7634097.0,2049987.0,0.0,0.0,0.0,1450761.0,910.9090909090908,5168.727272727273,0.3009090909090909,53.23636363636364,42.51,182.5482131949751,21.44277297714649,4
"Iowa City, IA",8253.0,21718.0,5.263055858475706,8442.990503999938,0.3887554334653254,2.802859566218345,6621.0,4415.716697000008,11501.0,383.9419786975053,1.0479432480786126,0.0128684462220676,2.6681504111756005,2.140533608674864,2.729573316951305,1.427577404669276,5.391074826549217,3093.153956175839,78.5931567138419,4.193993786675872,1.543622713151536,7.715956161546428,6.630781843286158,63131,69306,0.6729999999999999,0.036,172919,74678,4580,22950,26800,14976,15304404.0,393344.0,40002.0,0.0,0.0,0.0,0.0,0.0,0.0,1603288.0,231985.0,0.0,0.0,0.0,0.0,864.0,6286.0,0.435,50.05,36.23,55.90378055859368,9.03709814730777,1
